Price,Return on Equity,EPS,Book/Share,Next Price
56.66,33.61,6.45,20.62,56.96
56.96,33.61,6.45,20.62,55.15
55.15,33.61,6.45,20.62,56.15
56.15,33.61,6.45,20.62,56.71
56.71,33.61,6.45,20.62,57.72
57.72,33.61,6.45,20.62,57.47
57.47,33.61,6.45,20.62,56.84
56.84,33.61,6.45,20.62,56.53
56.53,33.61,6.45,20.62,56.29
56.29,33.61,6.45,20.62,56.03
56.03,33.61,6.45,20.62,56.78
56.78,33.61,6.45,20.62,56.09
56.09,33.61,6.45,20.62,56.07
56.07,33.61,6.45,20.62,56.26
56.26,33.61,6.45,20.62,55.24
55.24,33.61,6.45,20.62,55.59
55.59,33.61,6.45,20.62,55.05
55.05,33.61,6.45,20.62,55.24
55.24,33.61,6.45,20.62,55.2
55.2,33.61,6.45,20.62,54.34
54.34,33.61,6.45,20.62,54.78
54.78,33.61,6.45,20.62,55.62
55.62,33.61,6.45,20.62,57.58
57.58,33.61,6.45,20.62,58.52
58.52,33.61,6.45,20.62,58.56
58.56,33.61,6.45,20.62,58.33
58.33,33.61,6.45,20.62,57.99
57.99,33.61,6.45,20.62,57.64
57.64,33.61,6.45,20.62,57.74
57.74,33.61,6.45,20.62,57.85
57.85,33.61,6.45,20.62,57.38
57.38,33.61,6.45,20.62,57.15
57.15,33.61,6.45,20.62,57.16
57.16,33.61,6.45,20.62,58.07
58.07,33.61,6.45,20.62,58.06
58.06,33.61,6.45,20.62,57.69
57.69,33.61,6.45,20.62,57.92
57.92,33.61,6.45,20.62,57.65
57.65,33.61,6.45,20.62,57.45
57.45,33.61,6.45,20.62,57.69
57.69,33.61,6.45,20.62,57.59
57.59,33.61,6.45,20.62,58.6
58.6,33.61,6.45,20.62,57.92
57.92,33.61,6.45,20.62,57.91
57.91,33.61,6.45,20.62,58.89
58.89,33.61,6.45,20.62,58.4
58.4,33.61,6.45,20.62,58.25
58.25,33.61,6.45,20.62,57.55
57.55,33.61,6.45,20.62,56.98
56.98,33.61,6.45,20.62,57.96
57.96,33.61,6.45,20.62,56.89
56.89,33.61,6.45,20.62,56.5
56.5,33.61,6.45,20.62,57.15
57.15,33.61,6.45,20.62,56.98
56.98,33.61,6.45,20.62,56.2
56.2,33.61,6.45,20.62,55.83
55.83,33.61,6.45,20.62,56.91
56.91,33.61,6.45,20.62,56.57
56.57,33.61,6.45,20.62,55.0
55.0,33.61,6.45,20.62,56.46
56.46,33.61,6.45,20.62,55.03
55.03,33.61,6.45,20.62,53.64
53.64,33.61,6.45,20.62,52.79
52.79,33.61,6.45,20.62,51.79
51.79,33.61,6.45,20.62,51.79
51.79,33.61,6.45,20.62,51.71
51.71,33.61,6.45,20.62,52.27
52.27,33.61,6.45,20.62,52.35
52.35,33.61,6.45,20.62,54.0
54.0,33.61,6.45,20.62,53.05
53.05,33.61,6.45,20.62,53.71
53.71,33.61,6.45,20.62,54.05
54.05,33.61,6.45,20.62,53.99
53.99,33.61,6.45,20.62,54.66
54.66,33.61,6.45,20.62,54.5
54.5,33.61,6.45,20.62,54.32
54.32,33.61,6.45,20.62,55.28
55.28,33.61,6.45,20.62,40.84
40.84,33.61,6.45,20.62,40.18
40.18,33.61,6.45,20.62,40.13
40.13,33.61,6.45,20.62,41.37
41.37,33.61,6.45,20.62,40.93
40.93,33.61,6.45,20.62,41.53
41.53,33.61,6.45,20.62,41.66
41.66,33.61,6.45,20.62,41.45
41.45,33.61,6.45,20.62,41.45
41.45,33.61,6.45,20.62,41.57
41.57,33.61,6.45,20.62,41.24
41.24,33.61,6.45,20.62,40.8
40.8,33.61,6.45,20.62,40.8
40.8,33.61,6.45,20.62,41.26
41.26,33.61,6.45,20.62,42.25
42.25,33.61,6.45,20.62,42.25
42.25,33.61,6.45,20.62,42.71
42.71,33.61,6.45,20.62,42.74
42.74,33.61,6.45,20.62,42.74
42.74,33.61,6.45,20.62,41.59
41.59,33.61,6.45,20.62,41.98
41.98,33.61,6.45,20.62,42.23
42.23,33.61,6.45,20.62,42.27
42.27,33.61,6.45,20.62,42.3
42.3,33.61,6.45,20.62,41.51
41.51,33.61,6.45,20.62,41.4
41.4,33.61,6.45,20.62,40.34
40.34,33.61,6.45,20.62,40.62
40.62,33.61,6.45,20.62,39.72
39.72,33.61,6.45,20.62,38.68
38.68,33.61,6.45,20.62,38.47
38.47,33.61,6.45,20.62,39.76
39.76,33.61,6.45,20.62,40.7
40.7,33.61,6.45,20.62,41.38
41.38,33.61,6.45,20.62,41.88
41.88,33.61,6.45,20.62,41.37
41.37,33.61,6.45,20.62,41.13
41.13,33.61,6.45,20.62,41.38
41.38,33.61,6.45,20.62,41.33
41.33,33.61,6.45,20.62,41.37
41.37,33.61,6.45,20.62,40.94
40.94,33.61,6.45,20.62,40.56
40.56,46.25,9.22,22.53,39.8
39.8,46.25,9.22,22.53,39.18
39.18,46.25,9.22,22.53,39.7
39.7,46.25,9.22,22.53,40.89
40.89,46.25,9.22,22.53,40.59
40.59,46.25,9.22,22.53,40.11
40.11,46.25,9.22,22.53,39.55
39.55,46.25,9.22,22.53,39.06
39.06,46.25,9.22,22.53,38.01
38.01,46.25,9.22,22.53,38.25
38.25,46.25,9.22,22.53,37.93
37.93,46.25,9.22,22.53,38.16
38.16,46.25,9.22,22.53,39.65
39.65,46.25,9.22,22.53,38.81
38.81,46.25,9.22,22.53,39.15
39.15,46.25,9.22,22.53,38.75
38.75,46.25,9.22,22.53,38.0
38.0,46.25,9.22,22.53,38.46
38.46,46.25,9.22,22.53,37.77
37.77,46.25,9.22,22.53,38.69
38.69,46.25,9.22,22.53,39.62
39.62,46.25,9.22,22.53,39.11
39.11,46.25,9.22,22.53,39.53
39.53,46.25,9.22,22.53,39.34
39.34,46.25,9.22,22.53,39.04
39.04,46.25,9.22,22.53,39.67
39.67,46.25,9.22,22.53,39.33
39.33,46.25,9.22,22.53,40.02
40.02,46.25,9.22,22.53,40.15
40.15,46.25,9.22,22.53,40.52
40.52,46.25,9.22,22.53,41.54
41.54,46.25,9.22,22.53,41.15
41.15,46.25,9.22,22.53,41.95
41.95,46.25,9.22,22.53,41.73
41.73,46.25,9.22,22.53,42.06
42.06,46.25,9.22,22.53,42.2
42.2,46.25,9.22,22.53,42.36
42.36,46.25,9.22,22.53,42.21
42.21,46.25,9.22,22.53,42.7
42.7,46.25,9.22,22.53,42.26
42.26,46.25,9.22,22.53,42.0
42.0,46.25,9.22,22.53,42.22
42.22,46.25,9.22,22.53,41.53
41.53,46.25,9.22,22.53,41.74
41.74,46.25,9.22,22.53,40.63
40.63,46.25,9.22,22.53,40.85
40.85,46.25,9.22,22.53,41.1
41.1,46.25,9.22,22.53,40.87
40.87,46.25,9.22,22.53,41.81
41.81,46.25,9.22,22.53,41.58
41.58,46.25,9.22,22.53,42.12
42.12,46.25,9.22,22.53,42.21
42.21,46.25,9.22,22.53,42.21
42.21,46.25,9.22,22.53,42.2
42.2,46.25,9.22,22.53,41.09
41.09,46.25,9.22,22.53,40.81
40.81,46.25,9.22,22.53,40.7
40.7,46.25,9.22,22.53,41.11
41.11,46.25,9.22,22.53,41.72
41.72,46.25,9.22,22.53,41.55
41.55,46.25,9.22,22.53,41.39
41.39,46.25,9.22,22.53,42.05
42.05,46.25,9.22,22.53,41.93
41.93,46.25,9.22,22.53,42.44
42.44,46.25,9.22,22.53,42.26
42.26,46.25,9.22,22.53,42.49
42.49,46.25,9.22,22.53,43.55
43.55,46.25,9.22,22.53,43.04
43.04,46.25,9.22,22.53,43.07
43.07,46.25,9.22,22.53,43.38
43.38,46.25,9.22,22.53,43.13
43.13,46.25,9.22,22.53,42.98
42.98,46.25,9.22,22.53,43.19
43.19,46.25,9.22,22.53,42.89
42.89,46.25,9.22,22.53,42.71
42.71,46.25,9.22,22.53,42.62
42.62,46.25,9.22,22.53,42.49
42.49,46.25,9.22,22.53,41.98
41.98,46.25,9.22,22.53,42.18
42.18,46.25,9.22,22.53,41.96
41.96,46.25,9.22,22.53,41.37
41.37,46.25,9.22,22.53,41.83
41.83,46.25,9.22,22.53,41.94
41.94,46.25,9.22,22.53,41.59
41.59,46.25,9.22,22.53,41.59
41.59,46.25,9.22,22.53,41.8
41.8,46.25,9.22,22.53,42.5
42.5,46.25,9.22,22.53,42.62
42.62,46.25,9.22,22.53,41.91
41.91,46.25,9.22,22.53,41.81
41.81,46.25,9.22,22.53,42.05
42.05,46.25,9.22,22.53,42.04
42.04,46.25,9.22,22.53,42.63
42.63,46.25,9.22,22.53,42.37
42.37,46.25,9.22,22.53,42.61
42.61,46.25,9.22,22.53,42.32
42.32,46.25,9.22,22.53,42.5
42.5,46.25,9.22,22.53,42.06
42.06,46.25,9.22,22.53,42.61
42.61,46.25,9.22,22.53,41.75
41.75,46.25,9.22,22.53,41.19
41.19,46.25,9.22,22.53,40.92
40.92,46.25,9.22,22.53,41.11
41.11,46.25,9.22,22.53,41.1
41.1,46.25,9.22,22.53,40.54
40.54,46.25,9.22,22.53,40.31
40.31,46.25,9.22,22.53,39.95
39.95,46.25,9.22,22.53,40.12
40.12,46.25,9.22,22.53,40.52
40.52,46.25,9.22,22.53,40.53
40.53,46.25,9.22,22.53,39.84
39.84,46.25,9.22,22.53,39.52
39.52,46.25,9.22,22.53,39.79
39.79,46.25,9.22,22.53,39.6
39.6,46.25,9.22,22.53,39.9
39.9,46.25,9.22,22.53,39.49
39.49,46.25,9.22,22.53,39.81
39.81,46.25,9.22,22.53,39.6
39.6,46.25,9.22,22.53,40.19
40.19,46.25,9.22,22.53,40.05
40.05,46.25,9.22,22.53,40.02
40.02,46.25,9.22,22.53,38.74
38.74,46.25,9.22,22.53,38.58
38.58,46.25,9.22,22.53,39.26
39.26,46.25,9.22,22.53,39.58
39.58,46.25,9.22,22.53,39.36
39.36,46.25,9.22,22.53,39.79
39.79,46.25,9.22,22.53,38.75
38.75,46.25,9.22,22.53,38.92
38.92,46.25,9.22,22.53,39.4
39.4,46.25,9.22,22.53,39.96
39.96,46.25,9.22,22.53,40.49
40.49,46.25,9.22,22.53,40.13
40.13,46.25,9.22,22.53,40.34
40.34,46.25,9.22,22.53,39.95
39.95,46.25,9.22,22.53,40.06
40.06,46.25,9.22,22.53,39.57
39.57,46.25,9.22,22.53,40.33
40.33,46.25,9.22,22.53,40.25
40.25,46.25,9.22,22.53,39.31
39.31,46.25,9.22,22.53,39.61
39.61,46.25,9.22,22.53,40.45
40.45,46.25,9.22,22.53,40.4
40.4,46.25,9.22,22.53,40.97
40.97,46.25,9.22,22.53,40.95
40.95,46.25,9.22,22.53,41.0
41.0,46.25,9.22,22.53,40.62
40.62,46.25,9.22,22.53,40.72
40.72,46.25,9.22,22.53,40.12
40.12,46.25,9.22,22.53,39.99
39.99,46.25,9.22,22.53,40.47
40.47,46.25,9.22,22.53,39.42
39.42,46.25,9.22,22.53,38.89
38.89,46.25,9.22,22.53,38.56
38.56,46.25,9.22,22.53,38.65
38.65,46.25,9.22,22.53,38.82
38.82,46.25,9.22,22.53,39.02
39.02,46.25,9.22,22.53,38.4
38.4,46.25,9.22,22.53,37.51
37.51,46.25,9.22,22.53,36.23
36.23,46.25,9.22,22.53,34.68
34.68,46.25,9.22,22.53,34.36
34.36,46.25,9.22,22.53,35.62
35.62,46.25,9.22,22.53,36.64
36.64,46.25,9.22,22.53,36.51
36.51,46.25,9.22,22.53,36.31
36.31,46.25,9.22,22.53,34.75
34.75,46.25,9.22,22.53,35.53
35.53,46.25,9.22,22.53,35.75
35.75,46.25,9.22,22.53,35.06
35.06,46.25,9.22,22.53,36.21
36.21,46.25,9.22,22.53,35.54
35.54,46.25,9.22,22.53,35.86
35.86,46.25,9.22,22.53,35.96
35.96,46.25,9.22,22.53,35.55
35.55,46.25,9.22,22.53,36.15
36.15,46.25,9.22,22.53,36.52
36.52,46.25,9.22,22.53,36.4
36.4,46.25,9.22,22.53,35.74
35.74,46.25,9.22,22.53,35.69
35.69,46.25,9.22,22.53,35.05
35.05,46.25,9.22,22.53,34.95
34.95,46.25,9.22,22.53,34.55
34.55,46.25,9.22,22.53,34.45
34.45,46.25,9.22,22.53,33.37
33.37,46.25,9.22,22.53,33.74
33.74,46.25,9.22,22.53,34.33
34.33,46.25,9.22,22.53,33.74
33.74,46.25,9.22,22.53,34.67
34.67,46.25,9.22,22.53,35.34
35.34,46.25,9.22,22.53,34.9
34.9,46.25,9.22,22.53,35.54
35.54,46.25,9.22,22.53,36.01
36.01,46.25,9.22,22.53,36.23
36.23,46.25,9.22,22.53,35.99
35.99,46.25,9.22,22.53,35.63
35.63,46.25,9.22,22.53,35.05
35.05,46.25,9.22,22.53,35.58
35.58,46.25,9.22,22.53,35.78
35.78,46.25,9.22,22.53,36.23
36.23,46.25,9.22,22.53,36.32
36.32,46.25,9.22,22.53,35.9
35.9,46.25,9.22,22.53,36.09
36.09,46.25,9.22,22.53,37.11
37.11,46.25,9.22,22.53,36.83
36.83,46.25,9.22,22.53,37.05
37.05,46.25,9.22,22.53,37.52
37.52,46.25,9.22,22.53,37.7
37.7,46.25,9.22,22.53,37.76
37.76,46.25,9.22,22.53,38.59
38.59,46.25,9.22,22.53,38.27
38.27,46.25,9.22,22.53,38.34
38.34,46.25,9.22,22.53,38.3
38.3,46.25,9.22,22.53,38.14
38.14,46.25,9.22,22.53,37.92
37.92,46.25,9.22,22.53,37.98
37.98,46.25,9.22,22.53,37.66
37.66,46.25,9.22,22.53,37.49
37.49,46.25,9.22,22.53,36.77
36.77,46.25,9.22,22.53,37.33
37.33,46.25,9.22,22.53,38.38
38.38,46.25,9.22,22.53,39.34
39.34,46.25,9.22,22.53,38.5
38.5,46.25,9.22,22.53,39.28
39.28,46.25,9.22,22.53,40.03
40.03,46.25,9.22,22.53,40.67
40.67,46.25,9.22,22.53,41.34
41.34,46.25,9.22,22.53,41.97
41.97,46.25,9.22,22.53,41.82
41.82,46.25,9.22,22.53,41.06
41.06,46.25,9.22,22.53,40.42
40.42,46.25,9.22,22.53,40.15
40.15,46.25,9.22,22.53,41.1
41.1,46.25,9.22,22.53,40.7
40.7,46.25,9.22,22.53,41.17
41.17,46.25,9.22,22.53,40.98
40.98,46.25,9.22,22.53,41.25
41.25,46.25,9.22,22.53,40.19
40.19,46.25,9.22,22.53,40.25
40.25,46.25,9.22,22.53,40.81
40.81,46.25,9.22,22.53,41.43
41.43,46.25,9.22,22.53,40.78
40.78,46.25,9.22,22.53,40.1
40.1,46.25,9.22,22.53,40.83
40.83,46.25,9.22,22.53,41.22
41.22,46.25,9.22,22.53,41.77
41.77,46.25,9.22,22.53,42.14
42.14,46.25,9.22,22.53,41.78
41.78,46.25,9.22,22.53,42.36
42.36,46.25,9.22,22.53,42.17
42.17,46.25,9.22,22.53,41.81
41.81,46.25,9.22,22.53,40.69
40.69,36.90,8.31,23.71,40.55
40.55,36.90,8.31,23.71,40.73
40.73,36.90,8.31,23.71,39.0
39.0,36.90,8.31,23.71,38.59
38.59,36.90,8.31,23.71,37.94
37.94,36.90,8.31,23.71,38.19
38.19,36.90,8.31,23.71,36.86
36.86,36.90,8.31,23.71,37.61
37.61,36.90,8.31,23.71,37.11
37.11,36.90,8.31,23.71,37.2
37.2,36.90,8.31,23.71,37.26
37.26,36.90,8.31,23.71,37.23
37.23,36.90,8.31,23.71,37.98
37.98,36.90,8.31,23.71,37.61
37.61,36.90,8.31,23.71,37.51
37.51,36.90,8.31,23.71,37.05
37.05,36.90,8.31,23.71,36.11
36.11,36.90,8.31,23.71,37.65
37.65,36.90,8.31,23.71,37.69
37.69,36.90,8.31,23.71,37.07
37.07,36.90,8.31,23.71,37.19
37.19,36.90,8.31,23.71,37.42
37.42,36.90,8.31,23.71,36.04
36.04,36.90,8.31,23.71,34.8
34.8,36.90,8.31,23.71,35.37
35.37,36.90,8.31,23.71,35.85
35.85,36.90,8.31,23.71,35.33
35.33,36.90,8.31,23.71,36.22
36.22,36.90,8.31,23.71,37.08
37.08,36.90,8.31,23.71,37.87
37.87,36.90,8.31,23.71,37.19
37.19,36.90,8.31,23.71,37.44
37.44,36.90,8.31,23.71,38.03
38.03,36.90,8.31,23.71,37.17
37.17,36.90,8.31,23.71,37.48
37.48,36.90,8.31,23.71,37.63
37.63,36.90,8.31,23.71,37.59
37.59,36.90,8.31,23.71,37.35
37.35,36.90,8.31,23.71,38.59
38.59,36.90,8.31,23.71,39.04
39.04,36.90,8.31,23.71,39.2
39.2,36.90,8.31,23.71,39.34
39.34,36.90,8.31,23.71,39.43
39.43,36.90,8.31,23.71,38.09
38.09,36.90,8.31,23.71,38.13
38.13,36.90,8.31,23.71,37.98
37.98,36.90,8.31,23.71,39.23
39.23,36.90,8.31,23.71,39.02
39.02,36.90,8.31,23.71,38.29
38.29,36.90,8.31,23.71,38.98
38.98,36.90,8.31,23.71,39.29
39.29,36.90,8.31,23.71,40.19
40.19,36.90,8.31,23.71,39.65
39.65,36.90,8.31,23.71,39.88
39.88,36.90,8.31,23.71,39.47
39.47,36.90,8.31,23.71,39.43
39.43,36.90,8.31,23.71,39.52
39.52,36.90,8.31,23.71,40.16
40.16,36.90,8.31,23.71,40.12
40.12,36.90,8.31,23.71,39.85
39.85,36.90,8.31,23.71,40.31
40.31,36.90,8.31,23.71,40.01
40.01,36.90,8.31,23.71,39.26
39.26,36.90,8.31,23.71,40.24
40.24,36.90,8.31,23.71,39.47
39.47,36.90,8.31,23.71,39.54
39.54,36.90,8.31,23.71,39.41
39.41,36.90,8.31,23.71,39.75
39.75,36.90,8.31,23.71,40.69
40.69,36.90,8.31,23.71,40.78
40.78,36.90,8.31,23.71,40.91
40.91,36.90,8.31,23.71,41.31
41.31,36.90,8.31,23.71,41.4
41.4,36.90,8.31,23.71,41.52
41.52,36.90,8.31,23.71,41.93
41.93,36.90,8.31,23.71,41.8
41.8,36.90,8.31,23.71,41.63
41.63,36.90,8.31,23.71,41.32
41.32,36.90,8.31,23.71,41.58
41.58,36.90,8.31,23.71,41.18
41.18,36.90,8.31,23.71,40.92
40.92,36.90,8.31,23.71,41.71
41.71,36.90,8.31,23.71,41.24
41.24,36.90,8.31,23.71,40.52
40.52,36.90,8.31,23.71,40.96
40.96,36.90,8.31,23.71,41.43
41.43,36.90,8.31,23.71,41.33
41.33,36.90,8.31,23.71,42.0
42.0,36.90,8.31,23.71,42.46
42.46,36.90,8.31,23.71,42.73
42.73,36.90,8.31,23.71,42.62
42.62,36.90,8.31,23.71,42.94
42.94,36.90,8.31,23.71,44.41
44.41,36.90,8.31,23.71,44.32
44.32,36.90,8.31,23.71,44.56
44.56,36.90,8.31,23.71,44.89
44.89,36.90,8.31,23.71,44.57
44.57,36.90,8.31,23.71,45.03
45.03,36.90,8.31,23.71,45.42
45.42,36.90,8.31,23.71,45.51
45.51,36.90,8.31,23.71,45.82
45.82,36.90,8.31,23.71,45.89
45.89,36.90,8.31,23.71,45.95
45.95,36.90,8.31,23.71,45.9
45.9,36.90,8.31,23.71,45.72
45.72,36.90,8.31,23.71,45.86
45.86,36.90,8.31,23.71,45.75
45.75,36.90,8.31,23.71,46.15
46.15,36.90,8.31,23.71,46.09
46.09,36.90,8.31,23.71,45.36
45.36,36.90,8.31,23.71,44.92
44.92,36.90,8.31,23.71,44.91
44.91,36.90,8.31,23.71,44.94
44.94,36.90,8.31,23.71,45.37
45.37,36.90,8.31,23.71,45.36
45.36,36.90,8.31,23.71,46.14
46.14,36.90,8.31,23.71,46.16
46.16,36.90,8.31,23.71,46.03
46.03,36.90,8.31,23.71,46.68
46.68,36.90,8.31,23.71,44.12
44.12,36.90,8.31,23.71,42.26
42.26,36.90,8.31,23.71,43.11
43.11,36.90,8.31,23.71,43.76
43.76,36.90,8.31,23.71,44.36
44.36,36.90,8.31,23.71,44.6
44.6,36.90,8.31,23.71,43.75
43.75,36.90,8.31,23.71,44.47
44.47,36.90,8.31,23.71,44.42
44.42,36.90,8.31,23.71,45.48
45.48,36.90,8.31,23.71,45.4
45.4,36.90,8.31,23.71,46.53
46.53,36.90,8.31,23.71,46.41
46.41,36.90,8.31,23.71,46.8
46.8,36.90,8.31,23.71,46.67
46.67,36.90,8.31,23.71,46.8
46.8,36.90,8.31,23.71,46.98
46.98,36.90,8.31,23.71,47.01
47.01,36.90,8.31,23.71,46.67
46.67,36.90,8.31,23.71,46.58
46.58,36.90,8.31,23.71,46.14
46.14,36.90,8.31,23.71,46.95
46.95,36.90,8.31,23.71,47.26
47.26,36.90,8.31,23.71,47.51
47.51,36.90,8.31,23.71,48.11
48.11,36.90,8.31,23.71,47.87
47.87,36.90,8.31,23.71,47.18
47.18,36.90,8.31,23.71,47.09
47.09,36.90,8.31,23.71,46.83
46.83,36.90,8.31,23.71,47.49
47.49,36.90,8.31,23.71,47.23
47.23,36.90,8.31,23.71,47.45
47.45,36.90,8.31,23.71,47.51
47.51,36.90,8.31,23.71,48.13
48.13,36.90,8.31,23.71,48.14
48.14,36.90,8.31,23.71,48.44
48.44,36.90,8.31,23.71,48.28
48.28,36.90,8.31,23.71,48.43
48.43,36.90,8.31,23.71,46.72
46.72,36.90,8.31,23.71,47.62
47.62,36.90,8.31,23.71,47.58
47.58,36.90,8.31,23.71,47.82
47.82,36.90,8.31,23.71,46.7
46.7,36.90,8.31,23.71,47.26
47.26,36.90,8.31,23.71,47.32
47.32,36.90,8.31,23.71,47.62
47.62,36.90,8.31,23.71,47.14
47.14,36.90,8.31,23.71,46.98
46.98,36.90,8.31,23.71,46.99
46.99,36.90,8.31,23.71,47.0
47.0,36.90,8.31,23.71,46.95
46.95,36.90,8.31,23.71,47.11
47.11,36.90,8.31,23.71,47.02
47.02,36.90,8.31,23.71,44.88
44.88,36.90,8.31,23.71,45.75
45.75,36.90,8.31,23.71,44.9
44.9,36.90,8.31,23.71,44.86
44.86,36.90,8.31,23.71,45.44
45.44,36.90,8.31,23.71,44.79
44.79,36.90,8.31,23.71,44.95
44.95,36.90,8.31,23.71,45.71
45.71,36.90,8.31,23.71,46.04
46.04,36.90,8.31,23.71,46.67
46.67,36.90,8.31,23.71,46.61
46.61,36.90,8.31,23.71,46.57
46.57,36.90,8.31,23.71,46.7
46.7,36.90,8.31,23.71,47.18
47.18,36.90,8.31,23.71,46.41
46.41,36.90,8.31,23.71,47.09
47.09,36.90,8.31,23.71,47.14
47.14,36.90,8.31,23.71,46.83
46.83,36.90,8.31,23.71,47.15
47.15,36.90,8.31,23.71,47.3
47.3,36.90,8.31,23.71,47.38
47.38,36.90,8.31,23.71,47.69
47.69,36.90,8.31,23.71,45.69
45.69,36.90,8.31,23.71,45.47
45.47,36.90,8.31,23.71,45.16
45.16,36.90,8.31,23.71,45.08
45.08,36.90,8.31,23.71,45.15
45.15,36.90,8.31,23.71,45.44
45.44,36.90,8.31,23.71,46.02
46.02,36.90,8.31,23.71,46.05
46.05,36.90,8.31,23.71,45.57
45.57,36.90,8.31,23.71,45.85
45.85,36.90,8.31,23.71,43.51
43.51,36.90,8.31,23.71,43.37
43.37,36.90,8.31,23.71,43.38
43.38,36.90,8.31,23.71,43.22
43.22,36.90,8.31,23.71,43.57
43.57,36.90,8.31,23.71,43.49
43.49,36.90,8.31,23.71,43.26
43.26,36.90,8.31,23.71,43.66
43.66,36.90,8.31,23.71,44.32
44.32,36.90,8.31,23.71,45.71
45.71,36.90,8.31,23.71,45.62
45.62,36.90,8.31,23.71,45.94
45.94,36.90,8.31,23.71,47.03
47.03,36.90,8.31,23.71,46.37
46.37,36.90,8.31,23.71,45.33
45.33,36.90,8.31,23.71,45.4
45.4,36.90,8.31,23.71,46.18
46.18,36.90,8.31,23.71,45.94
45.94,36.90,8.31,23.71,45.04
45.04,36.90,8.31,23.71,44.97
44.97,36.90,8.31,23.71,44.46
44.46,36.90,8.31,23.71,44.65
44.65,36.90,8.31,23.71,44.89
44.89,36.90,8.31,23.71,43.6
43.6,36.90,8.31,23.71,44.48
44.48,36.90,8.31,23.71,43.98
43.98,36.90,8.31,23.71,43.21
43.21,36.90,8.31,23.71,44.03
44.03,36.90,8.31,23.71,44.53
44.53,36.90,8.31,23.71,44.84
44.84,36.90,8.31,23.71,44.99
44.99,36.90,8.31,23.71,45.8
45.8,36.90,8.31,23.71,46.3
46.3,36.90,8.31,23.71,46.14
46.14,36.90,8.31,23.71,46.39
46.39,36.90,8.31,23.71,46.14
46.14,36.90,8.31,23.71,46.56
46.56,36.90,8.31,23.71,45.91
45.91,36.90,8.31,23.71,45.43
45.43,36.90,8.31,23.71,46.21
46.21,36.90,8.31,23.71,46.04
46.04,36.90,8.31,23.71,45.97
45.97,36.90,8.31,23.71,46.2
46.2,36.90,8.31,23.71,46.51
46.51,36.90,8.31,23.71,45.72
45.72,36.90,8.31,23.71,45.64
45.64,36.90,8.31,23.71,45.56
